design_name,sample_name,ipsae,ipsae_d0chn,ipsae_d0dom,confidence_score,iptm,protein_iptm,complex_plddt,complex_iplddt,ptm,complex_pde,complex_ipde,structure_file,pae_file
design_47_0_seq0,design_47_0_seq0_model_0,0.283389,0.470739,0.402151,0.6980099081993103,0.6907838582992554,0.6907838582992554,0.6998163461685181,0.647625744342804,0.6773341298103333,1.685563087463379,7.72403621673584,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_47_0_seq0/boltz_results_design_47_0_seq0/predictions/design_47_0_seq0/design_47_0_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_47_0_seq0/boltz_results_design_47_0_seq0/predictions/design_47_0_seq0/pae_design_47_0_seq0_model_0.npz
design_49_0_seq1,design_49_0_seq1_model_0,0.164811,0.282343,0.250239,0.6325642466545105,0.43117257952690125,0.43117257952690125,0.6829121112823486,0.6306945085525513,0.62721186876297,1.4751664400100708,7.044216156005859,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_49_0_seq1/boltz_results_design_49_0_seq1/predictions/design_49_0_seq1/design_49_0_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_49_0_seq1/boltz_results_design_49_0_seq1/predictions/design_49_0_seq1/pae_design_49_0_seq1_model_0.npz
design_33_0_seq0,design_33_0_seq0_model_0,0.155915,0.30152,0.255153,0.6552252769470215,0.5206236243247986,0.5206236243247986,0.688875675201416,0.6463965773582458,0.6065999269485474,1.748432993888855,7.917391300201416,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_33_0_seq0/boltz_results_design_33_0_seq0/predictions/design_33_0_seq0/design_33_0_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_33_0_seq0/boltz_results_design_33_0_seq0/predictions/design_33_0_seq0/pae_design_33_0_seq0_model_0.npz
design_29_0_seq3,design_29_0_seq3_model_0,0.049048,0.244129,0.157554,0.6335701942443848,0.3458145558834076,0.3458145558834076,0.7055091261863708,0.6487256288528442,0.5611115097999573,1.6949434280395508,8.845364570617676,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_29_0_seq3/boltz_results_design_29_0_seq3/predictions/design_29_0_seq3/design_29_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_29_0_seq3/boltz_results_design_29_0_seq3/predictions/design_29_0_seq3/pae_design_29_0_seq3_model_0.npz
design_41_0_seq2,design_41_0_seq2_model_0,0.043596,0.262334,0.147753,0.6032185554504395,0.31992748379707336,0.31992748379707336,0.6740413308143616,0.6253048181533813,0.5809635519981384,1.584727168083191,9.365055084228516,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_41_0_seq2/boltz_results_design_41_0_seq2/predictions/design_41_0_seq2/design_41_0_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_41_0_seq2/boltz_results_design_41_0_seq2/predictions/design_41_0_seq2/pae_design_41_0_seq2_model_0.npz
design_33_0_seq3,design_33_0_seq3_model_0,0.030677,0.233068,0.136454,0.655499279499054,0.33158302307128906,0.33158302307128906,0.736478328704834,0.6658878326416016,0.6482602953910828,1.1199182271957397,7.854190826416016,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_33_0_seq3/boltz_results_design_33_0_seq3/predictions/design_33_0_seq3/design_33_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_33_0_seq3/boltz_results_design_33_0_seq3/predictions/design_33_0_seq3/pae_design_33_0_seq3_model_0.npz
design_4_0_seq3,design_4_0_seq3_model_0,0.024817,0.236703,0.111612,0.5943245887756348,0.3062605559825897,0.3062605559825897,0.6663405895233154,0.6212359666824341,0.5233707427978516,1.9637426137924194,9.29052734375,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_4_0_seq3/boltz_results_design_4_0_seq3/predictions/design_4_0_seq3/design_4_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_4_0_seq3/boltz_results_design_4_0_seq3/predictions/design_4_0_seq3/pae_design_4_0_seq3_model_0.npz
design_25_0_seq1,design_25_0_seq1_model_0,0.02233,0.246399,0.131861,0.5955035090446472,0.3136128783226013,0.3136128783226013,0.6659761071205139,0.5913723707199097,0.5190717577934265,2.0205764770507812,10.07060718536377,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_25_0_seq1/boltz_results_design_25_0_seq1/predictions/design_25_0_seq1/design_25_0_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_25_0_seq1/boltz_results_design_25_0_seq1/predictions/design_25_0_seq1/pae_design_25_0_seq1_model_0.npz
design_49_0_seq3,design_49_0_seq3_model_0,0.016699,0.229886,0.112046,0.6076005101203918,0.3179861307144165,0.3179861307144165,0.6800040602684021,0.5882250070571899,0.5548276305198669,1.679002285003662,8.772072792053223,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_49_0_seq3/boltz_results_design_49_0_seq3/predictions/design_49_0_seq3/design_49_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_49_0_seq3/boltz_results_design_49_0_seq3/predictions/design_49_0_seq3/pae_design_49_0_seq3_model_0.npz
design_18_0_seq0,design_18_0_seq0_model_0,0.01486,0.242582,0.127418,0.590781033039093,0.2400672882795334,0.2400672882795334,0.6784594655036926,0.6076949238777161,0.5015100836753845,2.1018989086151123,10.173163414001465,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_18_0_seq0/boltz_results_design_18_0_seq0/predictions/design_18_0_seq0/design_18_0_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_18_0_seq0/boltz_results_design_18_0_seq0/predictions/design_18_0_seq0/pae_design_18_0_seq0_model_0.npz
design_19_0_seq3,design_19_0_seq3_model_0,0.013136,0.228122,0.104392,0.5968801379203796,0.2995269000530243,0.2995269000530243,0.6712184548377991,0.6278908252716064,0.5157718658447266,1.9692702293395996,9.682263374328613,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_19_0_seq3/boltz_results_design_19_0_seq3/predictions/design_19_0_seq3/design_19_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_121048/design_19_0_seq3/boltz_results_design_19_0_seq3/predictions/design_19_0_seq3/pae_design_19_0_seq3_model_0.npz
