design_name,sample_name,ipsae,ipsae_d0chn,ipsae_d0dom,confidence_score,iptm,protein_iptm,complex_plddt,complex_iplddt,ptm,complex_pde,complex_ipde,structure_file,pae_file
design_0_seq0,design_0_seq0_model_0,0.156637,0.256564,0.229019,0.807349681854248,0.5055209398269653,0.5055209398269653,0.8828068971633911,0.8158934116363525,0.7942867279052734,0.6572683453559875,8.70383071899414,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq0/boltz_results_design_0_seq0/predictions/design_0_seq0/design_0_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq0/boltz_results_design_0_seq0/predictions/design_0_seq0/pae_design_0_seq0_model_0.npz
design_1_seq0,design_1_seq0_model_0,0.057687,0.258842,0.166869,0.8101946711540222,0.403761088848114,0.403761088848114,0.9118030667304993,0.8450878262519836,0.7561511397361755,0.5792544484138489,9.365763664245605,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq0/boltz_results_design_1_seq0/predictions/design_1_seq0/design_1_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq0/boltz_results_design_1_seq0/predictions/design_1_seq0/pae_design_1_seq0_model_0.npz
design_2_seq1,design_2_seq1_model_0,0.007337,0.223396,0.094264,0.7901679873466492,0.3754682242870331,0.3754682242870331,0.8938429355621338,0.8190135955810547,0.7394469976425171,0.7163635492324829,9.948110580444336,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq1/boltz_results_design_2_seq1/predictions/design_2_seq1/design_2_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq1/boltz_results_design_2_seq1/predictions/design_2_seq1/pae_design_2_seq1_model_0.npz
design_1_seq2,design_1_seq2_model_0,0.005248,0.223731,0.076219,0.8032283782958984,0.32609015703201294,0.32609015703201294,0.9225128889083862,0.873000979423523,0.7258680462837219,0.6916872262954712,11.375323295593262,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq2/boltz_results_design_1_seq2/predictions/design_1_seq2/design_1_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq2/boltz_results_design_1_seq2/predictions/design_1_seq2/pae_design_1_seq2_model_0.npz
design_2_seq0,design_2_seq0_model_0,0.005215,0.222725,0.048182,0.7683320641517639,0.22604776918888092,0.22604776918888092,0.9039031267166138,0.7934455871582031,0.6846715807914734,0.7153014540672302,12.564153671264648,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq0/boltz_results_design_2_seq0/predictions/design_2_seq0/design_2_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq0/boltz_results_design_2_seq0/predictions/design_2_seq0/pae_design_2_seq0_model_0.npz
design_0_seq3,design_0_seq3_model_0,0.00495,0.213808,0.047319,0.7716865539550781,0.2709026336669922,0.2709026336669922,0.8968825340270996,0.8211868405342102,0.7046465277671814,0.7924429178237915,12.60153865814209,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq3/boltz_results_design_0_seq3/predictions/design_0_seq3/design_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq3/boltz_results_design_0_seq3/predictions/design_0_seq3/pae_design_0_seq3_model_0.npz
design_2_seq2,design_2_seq2_model_0,0.004836,0.21004,0.004836,0.7590872645378113,0.2068534940481186,0.2068534940481186,0.897145688533783,0.8549442887306213,0.6817227005958557,0.7048166990280151,11.587930679321289,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq2/boltz_results_design_2_seq2/predictions/design_2_seq2/design_2_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_2_seq2/boltz_results_design_2_seq2/predictions/design_2_seq2/pae_design_2_seq2_model_0.npz
design_0_seq1,design_0_seq1_model_0,0.0,0.0,0.0,0.7853839993476868,0.31561005115509033,0.31561005115509033,0.9028275012969971,0.848613440990448,0.7255327701568604,0.7350685596466064,11.570352554321289,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq1/boltz_results_design_0_seq1/predictions/design_0_seq1/design_0_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq1/boltz_results_design_0_seq1/predictions/design_0_seq1/pae_design_0_seq1_model_0.npz
design_1_seq1,design_1_seq1_model_0,0.0,0.0,0.0,0.7579502463340759,0.20202672481536865,0.20202672481536865,0.8969311118125916,0.8521268963813782,0.674930214881897,0.8158630728721619,12.944324493408203,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq1/boltz_results_design_1_seq1/predictions/design_1_seq1/design_1_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_1_seq1/boltz_results_design_1_seq1/predictions/design_1_seq1/pae_design_1_seq1_model_0.npz
design_0_seq2,design_0_seq2_model_0,0.0,0.0,0.0,0.7381223440170288,0.1378391832113266,0.1378391832113266,0.8881931304931641,0.859868049621582,0.6541741490364075,0.8250043988227844,14.19357967376709,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq2/boltz_results_design_0_seq2/predictions/design_0_seq2/design_0_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260228_001840/design_0_seq2/boltz_results_design_0_seq2/predictions/design_0_seq2/pae_design_0_seq2_model_0.npz
