design_name,sample_name,ipsae,ipsae_d0chn,ipsae_d0dom,confidence_score,iptm,protein_iptm,complex_plddt,complex_iplddt,ptm,complex_pde,complex_ipde,structure_file,pae_file
design_2_seq1,design_2_seq1_model_0,0.0,0.0,0.0,0.5955332517623901,0.4008634686470032,0.4008634686470032,0.6442006826400757,0.5432983040809631,0.5514707565307617,2.0458333492279053,9.330370903015137,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq1/boltz_results_design_2_seq1/predictions/design_2_seq1/design_2_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq1/boltz_results_design_2_seq1/predictions/design_2_seq1/pae_design_2_seq1_model_0.npz
design_0_seq3,design_0_seq3_model_0,0.0,0.0,0.0,0.6014766097068787,0.21990077197551727,0.21990077197551727,0.6968705654144287,0.6451882123947144,0.5473093390464783,1.5957450866699219,9.937007904052734,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq3/boltz_results_design_0_seq3/predictions/design_0_seq3/design_0_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq3/boltz_results_design_0_seq3/predictions/design_0_seq3/pae_design_0_seq3_model_0.npz
design_1_seq1,design_1_seq1_model_0,0.0,0.0,0.0,0.5526877641677856,0.1948685348033905,0.1948685348033905,0.6421425342559814,0.5826367735862732,0.45611295104026794,2.085688591003418,10.153013229370117,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq1/boltz_results_design_1_seq1/predictions/design_1_seq1/design_1_seq1_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq1/boltz_results_design_1_seq1/predictions/design_1_seq1/pae_design_1_seq1_model_0.npz
design_1_seq3,design_1_seq3_model_0,0.0,0.0,0.0,0.5860692858695984,0.19089752435684204,0.19089752435684204,0.6848622560501099,0.6143800020217896,0.46854814887046814,1.9663512706756592,10.520217895507812,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq3/boltz_results_design_1_seq3/predictions/design_1_seq3/design_1_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq3/boltz_results_design_1_seq3/predictions/design_1_seq3/pae_design_1_seq3_model_0.npz
design_0_seq0,design_0_seq0_model_0,0.0,0.0,0.0,0.5761753916740417,0.1858287900686264,0.1858287900686264,0.6737620830535889,0.601360559463501,0.47273939847946167,2.039454936981201,10.058923721313477,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq0/boltz_results_design_0_seq0/predictions/design_0_seq0/design_0_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq0/boltz_results_design_0_seq0/predictions/design_0_seq0/pae_design_0_seq0_model_0.npz
design_1_seq0,design_1_seq0_model_0,0.0,0.0,0.0,0.5818147659301758,0.183095321059227,0.183095321059227,0.6814946532249451,0.5936823487281799,0.4663774073123932,1.9146760702133179,9.915574073791504,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq0/boltz_results_design_1_seq0/predictions/design_1_seq0/design_1_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq0/boltz_results_design_1_seq0/predictions/design_1_seq0/pae_design_1_seq0_model_0.npz
design_1_seq2,design_1_seq2_model_0,0.0,0.0,0.0,0.5692301392555237,0.17950376868247986,0.17950376868247986,0.6666617393493652,0.5828549265861511,0.4668926000595093,1.8138751983642578,9.913134574890137,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq2/boltz_results_design_1_seq2/predictions/design_1_seq2/design_1_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_1_seq2/boltz_results_design_1_seq2/predictions/design_1_seq2/pae_design_1_seq2_model_0.npz
design_2_seq0,design_2_seq0_model_0,0.0,0.0,0.0,0.564616858959198,0.1747605800628662,0.1747605800628662,0.6620808839797974,0.562901496887207,0.46335408091545105,2.0280721187591553,10.767334938049316,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq0/boltz_results_design_2_seq0/predictions/design_2_seq0/design_2_seq0_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq0/boltz_results_design_2_seq0/predictions/design_2_seq0/pae_design_2_seq0_model_0.npz
design_0_seq2,design_0_seq2_model_0,0.0,0.0,0.0,0.5557157397270203,0.1631263941526413,0.1631263941526413,0.6538630127906799,0.560268223285675,0.4459725022315979,2.0969183444976807,11.461721420288086,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq2/boltz_results_design_0_seq2/predictions/design_0_seq2/design_0_seq2_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_0_seq2/boltz_results_design_0_seq2/predictions/design_0_seq2/pae_design_0_seq2_model_0.npz
design_2_seq3,design_2_seq3_model_0,0.0,0.0,0.0,0.6035027503967285,0.1440240889787674,0.1440240889787674,0.7183724045753479,0.707349419593811,0.5085766911506653,1.7177213430404663,11.610251426696777,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq3/boltz_results_design_2_seq3/predictions/design_2_seq3/design_2_seq3_model_0.pdb,/cluster/scratch/csageder/pgdh_outputs/boltz/20260227_235156/design_2_seq3/boltz_results_design_2_seq3/predictions/design_2_seq3/pae_design_2_seq3_model_0.npz
